name,degrees,description,speciality,qualification,vinmec_site,price_local,price_foreigner
Cù Thị Thanh Phương,Thạc sĩ,"Hơn 33 năm kinh nghiệm trong lĩnh vực Nhãn khoa, có thế mạnh chuyên môn trong điều trị các bệnh lý viêm màng bồ đào, viêm mạch máu võng mạc, thoái hóa võng mạc chu biên, rách võng mạc không có bong võng mạc, u hắc mạc, các bệnh lý toàn thân ảnh hưởng đến mắt, bệnh lý về tật khúc xạ và Glôcôm.
ThS.BS Cù Thị Thanh Phương nguyên là Phó Trưởng khoa Dịch kính võng mạc, Bệnh viện Mắt Trung ương. BS Thanh cũng tham gia nhiều khóa đào tạo như: sử dụng ANTIVEGF trong điều trị phù hoàng điểm do đái tháo đường, Laser u nguyên bào võng mạc, tiêm nội nhãn … trong nước và quốc tế tại Pháp, Mexico và Singapore.
ThS. BS Cù Thị Thanh Phương hiện là Bác sĩ Nhãn khoa tại Trung tâm Mắt Vinmec-Alina, Bệnh viện ĐKQT Vinmec Times City.",Mắt,"Đào tạo trong nước: 
1998 - 2001: Thạc sĩ chuyên ngành Nhãn khoa, Đại học Y Hà Nội
1993 - 1994: Bác sĩ chuyên khoa 1 chuyên ngành Nhãn khoa, Bệnh viện Mắt Trung ương
1986 - 1992: Bác sĩ Đa khoa, Đại học Y Hà Nội
Đào tạo nước ngoài: 
2017: Tu nghiệp khóa học sử dụng ANTIVEGF trong điều trị phù hoàng điểm do đái tháo đường tại Singapore National Eye Center
05/02 - 09/02/2016: Chứng nhận tham dự Đại hội Nhãn khoa Thế giới của Hội đồng Nhãn khoa Quốc tế Guadalajara, Mexico
11/09/2014 - 14/09/2014: Chứng nhận tham dự Hội nghị lần thứ 14 của EURETINA
1996 - 1998: Bác sĩ Nội trú tại Cộng hòa Pháp, tu nghiệp chuyên ngành chẩn đoán hình ảnh bệnh lý đáy mắt bằng chụp mạch ký huỳnh quang tại Đại học Toulouse - Pháp
Đào tạo liên tục: 
04/2020: Chứng chỉ đào tạo liên tục về chọc hút dịch kính tiền phòng lấy bệnh phẩm
04/2020: Chứng chỉ đào tạo liên tục về Laser u nguyên bào võng mạc
03/2020 - 04/2020: Chứng chỉ đào tạo liên tục về thủ thuật tiêm nội nhãn, Bệnh viện Mắt Trung ương
3/2020 - 04/2020: Chứng chỉ đào tạo liên tục về Laser điều trị các bệnh lý ở võng mạc
2017  - 2019: Sử dụng EYLEA trong điều trị các bệnh lý AMD, DME,… 
2016: Sử dụng BEVACIZUMAB trong điều trị bệnh võng mạc đái tháo đường
2014 - 2015: Sử dụng RANIBIZUMAB trong điều trị các bệnh lý về mắt (thoái hóa hoàng điểm tuổi già, phù hoàng điểm trong đái tháo đường, phù hoàng điểm trong tắc tĩnh mạch trung tâm võng mạc)
2011 - 2013: Ứng dụng OCT trong chẩn đoán bệnh thoái hóa hoàng điểm tuổi già
2009 - 2010: Sử dụng laser ARGON trong điều trị bệnh hắc võng mạc trung tâm thanh dịch
1998 - 2001: Sử dụng Fluorescein Angiography trong chẩn đoán các bệnh vùng hoàng điểm",Bệnh viện ĐKQT Vinmec Times City,690000,690000
Nguyễn Thị Thu Hồng,Thạc sĩ,"Hơn 10 năm kinh nghiệm trong ngành Nhãn khoa, có thế mạnh trong điều trị nội khoa, tật khúc xạ, u mi, chấn thương mắt, đục thủy tinh thể, tạo hình thẩm mỹ, mộng, quặm, sụp mi,...
ThS.BS Nguyễn Thị Thu Hồng cũng tham gia nhiều khóa đào tạo như: khúc xạ nhãn khoa, phẫu thuật mộng, siêu âm nhãn khoa.
ThS.BS Nguyễn Thị Thu Hồng hiện là Bác sĩ Nhãn khoa tại Trung tâm Mắt Vinmec - Alina, Bệnh viện ĐKQT Vinmec Times City.",Mắt,"Tốt nghiệp Thạc sĩ Nhãn khoa, Đại học Y Hà Nội
Tham gia các khóa đào tạo: khúc xạ nhãn khoa, phẫu thuật mộng, siêu âm nhãn khoa",Bệnh viện ĐKQT Vinmec Times City,690000,690000
Bùi Thế Bun,"Thạc sĩ, Bác sĩ nội trú","Thạc sĩ, bác sĩ nội trú Bùi Thế Bun có kinh nghiệm trong lĩnh vực nam học và y học giới tính, có chuyên môn sâu trong chẩn đoán và điều trị (nội khoa và phẫu thuật) các nhóm bệnh:
Các rối loạn tình dục nam - nữ.
Các bệnh lý rối loạn nội tiết tố sinh dục.
Các bệnh lý vô sinh - hiếm muộn nam giới
Các rối loạn dậy thì và phát triển giới tính
Các bệnh lý lây truyền qua đường tình dục
Thạc sĩ, bác sĩ nội trú Bùi Thế Bun hiện tại là thành viên của:
Hội Y học giới tính quốc tế.
Hội Y học giới tính Việt Nam.
Hội Tiết niệu và Thận học Việt Nam.
Hội Y học tái tạo và trị liệu tế bào Việt Nam.
Hiện tại, Thạc sĩ, bác sĩ nội trú Bùi Thế Bun đang giữ chức vụ là Bác sĩ Nam học tại Trung tâm Hỗ trợ sinh sản, Bệnh viện Đa khoa Quốc tế Vinmec Times City.","Nam khoa, Hỗ trợ sinh sản","2021: Tốt nghiệp Bác sĩ nội trú Ngoại khoa, trường Đại học Y Hà Nội
2020: Tốt nghiệp Thạc sĩ chuyên ngành Ngoại khoa, trường Đại học Y Hà Nội
2018: Tốt nghiệp bác sĩ đa khoa hệ chính quy, trường Đại học Y Hà Nội
Các khóa đào tạo đã tham gia:

2018: Nam học cơ bản, Đại học Y Hà Nội (1 tuần)
2021: Nam học cơ bản, Đại học Y Hà Nội (6 tháng)
2021: Phẫu thuật tạo hình thẩm mỹ cơ bản, Đại học Y Hà Nội (8 tháng)
2022: Dậy thì và các rối loạn, Hội Y học giới tính Việt Nam (3 ngày)
2022: Vị thành niên và các rối loạn, Hội Y học giới tính Việt Nam (3 ngày)
2023: Thể hang nhân tạo – Xu hướng mới trong điều trị Rối loạn cương dương, Đại học Y Hà Nội (1 ngày)


2018: Nam học cơ bản, Đại học Y Hà Nội (1 tuần)
2021: Nam học cơ bản, Đại học Y Hà Nội (6 tháng)
2021: Phẫu thuật tạo hình thẩm mỹ cơ bản, Đại học Y Hà Nội (8 tháng)
2022: Dậy thì và các rối loạn, Hội Y học giới tính Việt Nam (3 ngày)
2022: Vị thành niên và các rối loạn, Hội Y học giới tính Việt Nam (3 ngày)
2023: Thể hang nhân tạo – Xu hướng mới trong điều trị Rối loạn cương dương, Đại học Y Hà Nội (1 ngày)",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Nguyễn Bá Hưng,,"Bác sĩ Nguyễn Bá Hưng là một trong những bác sĩ nam khoa hàng đầu tại Việt Nam với hơn 20 năm kinh nghiệm phong phú, chuyên sâu về vô sinh nam, rối loạn tình dục, viêm nhiễm, lây nhiễm qua đường tình dục, dị tật, bất thường về cơ quan sinh dục, giới tính… Từng được đào tạo đại học và sau đại học một cách bài bản tại ngôi trường danh tiếng Việt Nam (Đại học Y Hà Nội, Đại học Y Dược), không những thế ông còn cập nhật kiến thức liên tục bằng cách tham gia nhiều khóa đào tạo quốc tế chuyên sâu tại Anh Quốc, Thái Lan, Singapore, Hàn Quốc, Hungary...
Ngoài công việc chuyên môn, Bác sĩ Nguyễn Bá Hưng thường xuyên tham gia nhiều hoạt động truyền thông giáo dục sức khỏe trên đủ các loại hình báo chí chính thống ở Việt Nam như: VTV, VOV, sức khỏe đời sống, Vietnamnet, Vnexpress... Hơn nữa, Bác sĩ Hưng còn xuất bản một số sách nam khoa và nhiều bài báo khoa học trên các tạp chí uy tín trong nước lẫn quốc tế được đánh giá cao. Ông hiện là thành viên của Hội Nam khoa Hoa Kỳ và Hội y học tình dục Quốc tế và Châu Á Thái Bình Dương.
Bác sĩ nam khoa Nguyễn Bá Hưng đang công tác tại đơn vị Hỗ trợ sinh sản, Trung tâm Sức khỏe phụ nữ tại Bệnh viện Đa khoa Quốc tế Vinmec Times City.",Hỗ trợ sinh sản,"Tốt nghiệp bác sĩ Y khoa tại Đại học Y Hà Nội năm 2003


Nhận chứng nhận đào tạo chuyên sâu về Nam khoa (2015), chứng chỉ phẫu thuật tiết niệu cơ bản (2016) tại Bệnh viện Việt Đức, chứng nhận Y học tình dục tại Anh Quốc (2012), chứng nhận về giới tính sức khỏe sinh sản và tình dục tại Thái Lan (2007), và nhiều chứng nhận đào tạo liên tục khác tại Singapore, Cộng hòa Pháp…",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Hà Đức Quang,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
Trần Trung Dũng,Tiến sĩ,"GS.TS.BS Trần Trung Dũng có nhiều kinh nghiệm trong lĩnh vực Chấn thương chỉnh hình và ung thư xương.
GS Trần Trung Dũng từng giữ nhiều chức vụ quan trọng như: Phó Giám đốc bệnh viện, Trưởng khoa Chấn thương chỉnh hình, Bệnh viện Đa khoa Xanh Pôn Hà Nội; Trưởng phân môn Chấn thương chỉnh hình, Bộ môn Ngoại, Trường Đại học Y Hà Nội.
GS Trần Trung Dũng được phong học hàm Giáo sư năm 2020, Phó Giáo sư năm 2015. Ông đã tham gia nhiều khóa đào tạo chuyên sâu về chấn thương chỉnh hình tại Nhật Bản, Hàn Quốc, Thái Lan, Úc.
Trong suốt hơn 20 năm làm việc, GS Trần Trung Dũng đã thực hiện thành công hơn 1000 ca thay khớp háng, hơn 500 ca thay khớp gối, gần 10.000 ca nội soi khớp gối, hơn 500 ca nội soi khớp vai, gần 100 ca thay thế khớp vai, khớp khuỷu và các khớp nhỏ khác, hơn 1000 ca phẫu thuật nội soi và mổ ít xâm lấn điều trị hội chứng ống cổ tay; và hơn 400 ca phẫu thuật bảo tồn chi thể trong các trường hợp ung thư xương và phần mềm với các kỹ thuật thay thế khác nhau.
Là “thế hệ vàng” đặt nền móng cho ngành ngoại khoa cơ xương khớp tại Việt Nam, ông cũng đã có hàng chục công trình nghiên cứu khoa học được giới chuyên gia trong và ngoài nước đánh giá cao và tham gia biên soạn hơn 10 đầu sách. Bên cạnh đó, ông cũng là thành viên của các tổ chức: Hội Chấn thương chỉnh hình Mỹ; Hội Nội soi khớp Bắc Mỹ; Hội Phẫu thuật khớp gối, nội soi khớp và y học thể thao châu Á Thái Bình Dương; Hội Chấn thương chỉnh hình châu Á Thái Bình Dương; Hội Phẫu thuật khớp gối, nội soi khớp và y học thể thao thế giới (ISAKOS); Uỷ viên Ban chấp hành Hội Chấn thương chỉnh hình Việt Nam.",Ngoại chấn thương chỉnh hình,"2020: Giáo sư Phẫu thuật chỉnh hình, Đại học Y Hà Nội
2020: Được phong Giáo sư, Bệnh viện Đại học Y Hà Nội
2015: Phó Giáo sư Phẫu thuật chỉnh hình, Đại học Y Hà Nội
2014: Được phong Phó Giáo sư, Bệnh viện Đại học Y Hà Nội 
02 - 04/2012: Nghiên cứu sinh tại Bệnh viện Đại học Kanazawa, Đại học Kanazawa, Nhật Bản
2011: Bảo vệ Học vị Tiến sĩ, Bệnh viện Đại học Y Hà Nội
11 - 12/2011: Nghiên cứu sinh/ Chuyên khoa sâu, Bệnh viện Hwasun, Đại học Chonnam, Kwangju, Hàn Quốc
09 - 10/2009: Nghiên cứu sinh/ Chuyên khoa sâu, Bệnh viện Ramathibodi, Đại học Chulalongkorn, Bangkok, Thái Lan
2007 - Nay: Tham gia các khoá đào tạo ngắn hạn - Hàn Quốc, Hồng Kông, Singapore, Pháp, Anh,Trung Quốc, Brazil
07 - 10/2006: Nghiên cứu sinh/ Chuyên khoa sâu, Bệnh viện Royal Northshore, Đại học Sydney, Úc
2001 - 2004: Đào tạo Bác sĩ nội trú tại Bệnh viện Hữu nghị Việt Đức
2000: Bác sĩ Đa khoa, Đại học Y Hà Nội
1994 - 2000: Sinh viên Y khoa Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,690000,690000
Nội ung bướu - ung thư xương Trần Văn Công,Tiến sĩ,"Tiến sĩ Trần Văn Công tốt nghiệp Đại học Y Hà Nội năm 1993, đã hoàn thành chương trình đào tạo bác sĩ nội trú ung thư ba năm sau đó. Tiến sĩ Trần Văn Công đã làm việc tại Bệnh viện Ung thư Quốc gia Việt Nam từ năm 1998 đến năm 2021. Trong thời gian này, Tiến sĩ Trần Văn Công đã hoàn thành luận án về hoá trị liệu sarcoma xương và lấy bằng Tiến sĩ y học tại Đại học Y Hà Nội năm 2010. Công trình nghiên cứu này đã góp phần mang lại kết quả tươi sáng hơn cho các bệnh nhân sarcoma xương tại Việt Nam, với kết quả sống thêm sau 5 năm từ 19.9% lên đến 62% .
Tiến sĩ Trần Văn Công nguyên là trưởng khoa Nhi Bệnh viện Ung thư quốc gia Việt Nam từ năm 2000 - 2019. Trong suốt thời gian tại Bệnh viện Ung thư Quốc gia, ông luôn dành thời gian tâm huyết nghiên cứu, áp dụng điều trị cho nhóm bệnh ung thư xương và ung thư phần mềm, đặc biệt là sarcoma xương trẻ em. Tham gia vào hệ thống bệnh viện Vinmec, ông ấy làm trưởng đơn vị điều trị hoá chất và hỗ trợ, Khoa phẫu thuật U xương và phần mềm, Trung tâm chấn thương chỉnh hình Vinmec.",Phẫu thuật U xương và phần mềm,"2010: Tốt nghiệp Tiến sĩ, Đại học Y Hà Nội


2000-2002: Thạc sĩ Y khoa, Đại học Y Hà Nội


1994 - 1997: Bác sĩ Nội trú Khoa Ung bướu Bệnh viện Ung bướu Trung Ương, Hà Nội


1987 - 1993: Sinh viên Y khoa Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Nguyễn Đắc Nghĩa,Tiến sĩ,"TS. BS Nguyễn Đắc Nghĩa có bề dày 30 năm kinh nghiệm trong lĩnh vực Phẫu thuật tái tạo khớp, cột sống, chỉnh hình nhi và chấn thương.
TS. BS Nguyễn Đắc Nghĩa luôn cố gắng không ngừng trong sự nghiệp nâng cao khả năng chuyên môn. Năm 1991, ông nhận bằng BSCK I Ngoại. Năm 2001, ông nhận bằng BSCK II Ngoại chấn thương chỉnh hình. Năm 2005 ông là Tiến sĩ Y khoa và năm 2009 là BS cao cấp.
Trong suốt sự nghiệp của mình, ông đã tham gia nhiều nghiên cứu cấp thành phố đã được nghiệm thu như: nghiên cứu điều trị phẫu thuật gãy cột sống lưng - thắt lưng có liệt tủy bằng khung Hartshill cải tiến (1999), nghiên cứu ứng dụng kỹ thuật kết xương kín bằng chùm đinh đàn hồi tự chế trong điều trị gãy thân xương cẳng tay (2010) và có nhiều bài báo cáo khoa học đã công bố như: kết quả điều trị gãy thân hai xương cẳng tay bằng chùm đinh kín chống xoay, y học thực hành (2008), tăng cường khả năng chống xoay cho chùm đinh nội tủy cố định gãy thân xương cẳng tay, y học Việt Nam (2010),...
Qua những đóng góp nổi bật trong nghề, TS. BS Nguyễn Đắc Nghĩa đã được nhận bằng Lao động sáng tạo của Tổng liên đoàn lao động Việt Nam (1988) và Thầy thuốc Ưu tú (2009). Ông còn là thành viên của Hội Chấn thương chỉnh hình châu Á - Thái Bình Dương, nguyên Tổng thư ký Hội Chấn thương chỉnh hình Việt Nam và Hội Chấn thương chỉnh hình Đông Nam Á.
Hiện nay, TS. BS Nguyễn Đắc Nghĩa đang là Chuyên gia Chấn thương Chỉnh hình, Đơn nguyên Ngoại chấn thương chỉnh hình - Bệnh viện Đa khoa Quốc tế Vinmec Times City.",Ngoại chấn thương chỉnh hình,"1978: Tốt nghiệp Đại học Y khoa Pécs, Hungary


1991: Bác sĩ CK I Ngoại


2001: Bác sĩ CK II Ngoại chấn thương chỉnh hình


2005: Tiến sĩ Y khoa


2009: Bác sĩ cao cấp",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phan Khoa Nguyên,"Thạc sĩ, Bác sĩ nội trú","Thạc sĩ, Bác sĩ Nội trú Phan Khoa Nguyên là một bác sĩ Chấn thương chỉnh hình có nhiều năm kinh nghiệm, chuyên sâu về phẫu thuật khớp và điều trị chấn thương thể thao. Bác sĩ tốt nghiệp Bác sĩ Đa khoa tại Trường Đại học Tổng hợp Y khoa Quốc gia Volgograd (Nga) vào năm 2018.
Sau đó, ông hoàn thành chương trình Bác sĩ Nội trú chuyên ngành Chấn thương chỉnh hình tại Trường Đại học Y khoa và Nha khoa Mát-xờ-cờ-va mang tên A.I. Evdokimov (2018–2020), đồng thời công tác tại Bệnh viện Đa khoa Inozemtsev và Bệnh viện Đại học Y khoa và Nha khoa Mát-xờ-cờ-va. Hiện tại, ThS. BSNT Phan Khoa Nguyên là Bác sĩ Phẫu thuật khớp háng và khung chậu tại Trung tâm Chấn thương chỉnh hình & Y học thể thao – Bệnh viện Đa khoa Quốc tế Vinmec Times City.
Các dịch vụ chuyên môn của bác sĩ bao gồm chẩn đoán, điều trị chấn thương chỉnh hình, chấn thương thể thao và các bệnh lý về khớp. Bác sĩ đã tham gia biên soạn sách chuyên ngành như ""Phẫu thuật Thay khớp khuỷu"" (NXB Y Học, 2021). Ông cũng là tác giả của các báo cáo chuyên ngành về phẫu thuật thay khớp, bao gồm: ""Thay 8 khớp bàn ngón tay bằng vật liệu silicone nhờ công nghệ in 3D cho bệnh nhân viêm khớp dạng thấp bàn tay 2 bên. Nhân 1 trường hợp"" và ""Thay khớp khuỷu điều trị mất vận động khuỷu do di chứng chấn thương, 3 ca lâm sàng"". Bác sĩ Nguyên cũng là Giảng viên bộ môn Chấn thương chỉnh hình tại Trường Đại học VinUni.",Phẫu thuật chi dưới,"2018 - 2020: Học Bác sĩ nội trú ngành Chấn thương chỉnh hình tại trường Đại học Y khoa và Nha khoa Mát-xờ-cờ-va mang tên A.I. Evdokimov
2012 - 2018: Học hệ Bác sĩ đa khoa tại trường Đại học Tổng hợp Y khoa Quốc gia Volgograd",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Nội ung bướu - ung thư xươngTrần Tuyết Thanh Hải,Thạc sĩ,"Thạc sĩ, Bác sĩ Trần Tuyết Thanh Hải có gần 15 năm kinh nghiệm trong lĩnh vực Nội ung bướu. Thạc sĩ, Bác sĩ Trần Tuyết Thanh Hải tốt nghiệp chuyên ngành Bác sĩ đa khoa tại Đại học Y Hà Nội vào năm 2012 và tốt nghiệp Cao học chuyên ngành ung thư tại Đại học Y Hà Nội năm 2019 và đã từng công tác tại Bệnh viện K trong gần 10 năm.
Năm 2019, bác sĩ Hải hoàn thành luận văn thạc sĩ về điều trị hóa chất Methotrexate liều cao trong phác đồ mới nhất hiện nay dành cho ung thư xương, góp phần mang lại kết quả tốt hơn trong điều trị ung thư xương hiện nay.
Hiện tại, Thạc sĩ, Bác sĩ Trần Tuyết Thanh Hải đang là Bác sĩ Nội ung bướu - Trung tâm Cơ xương khớp và Chấn thương chỉnh hình, Bệnh viện Đa khoa Quốc tế Vinmec Times City",Phẫu thuật U xương và phần mềm,"2012: Tốt nghiệp chuyên ngành Bác sĩ đa khoa Đại học Y Hà Nội

2013: Hoàn thành khóa đào tạo Ung thư tại Đại học Y Hà Nội
2015: Hoàn thành khóa đào tạo Ung thư Nhi khoa tại Đại học Y Hà Nội và Bệnh viện Nhi Trung Ương

2019: Tốt nghiệp Cao học chuyên ngành Ung thư Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phạm Trung Hiếu,Bác sĩ chuyên khoa II,"BSCKII Phạm Trung Hiếu có nhiều năm kinh nghiệm về lĩnh vực Cơ xương khớp và Chấn thương chỉnh hình.
BS Phạm Trung Hiếu đã tham gia nhiều nghiên cứu khoa học về Phẫu thuật khớp cũng như những ứng dụng của công nghệ 3D trong lĩnh vực Chấn thương chỉnh hình, được đăng tải trên nhiều tạp chí, trang tin uy tín trong và ngoài nước; đồng thời tham gia biên soạn nhiều sách, tài liệu giảng dạy và triển khai nhiều dự án nghiên cứu đầy triển vọng tại phòng nghiên cứu ứng dụng công nghệ 3D.
Hiện tại, BSCKII Phạm Trung Hiếu là Trưởng khoa Phẫu thuật chi dưới - Trung tâm cơ xương khớp & Chấn thương chỉnh hình, Bệnh viện ĐKQT Vinmec Times City kiêm Giảng viên bộ môn Chấn thương chỉnh hình Đại học VinUni; Phó Giám đốc chuyên môn Lab Công nghệ 3D trong Y học, Đại học VinUni.",Phẫu thuật chi dưới,"2018 - 2020: Bác sĩ chuyên khoa cấp 2, chuyên ngành Ngoại khoa - Chấn thương chỉnh hình, Đại học Y Hà Nội
2013 - 2016: Bác sĩ nội trú chuyên ngành Ngoại khoa, Đại học Y Hà Nội
2007 - 2013: Bác sĩ đa khoa hệ Chính quy, Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Trần Đức Thanh,"Thạc sĩ, Bác sĩ nội trú","Thạc sĩ, Bác sĩ Nội trú Trần Đức Thanh là bác sĩ có nhiều năm kinh nghiệm trong lĩnh vực Chấn thương chỉnh hình, chuyên sâu về phẫu thuật u xương và phần mềm. Bác sĩ tốt nghiệp Bác sĩ Đa khoa tại Đại học Y Hà Nội (2010 - 2016), và tiếp tục hoàn thành chương trình Thạc sĩ tại trường này (2016 - 2019).
Hiện tại, Bác sĩ đang theo học Nghiên cứu sinh về Nghiên cứu Y học phân tử trong bệnh lý ung thư xương tại Trường Đại học Osaka, Nhật Bản. Về kinh nghiệm làm việc, Bác sĩ Thanh từng công tác tại Bệnh viện K3 Tân Triều (2019 - 2021).
Các dịch vụ chuyên môn của bác sĩ tập trung vào chẩn đoán và phẫu thuật các khối u lành tính và ác tính của xương và mô mềm. Ngoài công tác khám chữa bệnh, Bác sĩ Thanh còn là Giảng viên thỉnh giảng tại Trung tâm Chấn thương chỉnh hình và Y học thể thao của Trường Đại học VinUni.",Phẫu thuật U xương và phần mềm,"Hiện đang là Nghiên cứu sinh về Nghiên cứu Y học phân tử trong bệnh lý ung thư xương tại trường Osaka, Nhật Bản


10/2016 - 08/2019: Tốt nghiệp Thạc sĩ - Đại học Y Hà Nội


10/2010 - 06/2016: Tốt nghiệp Bác sĩ đa khoa - Đại học Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Trần Quyết,Thạc sĩ,"ThS. BS Trần Quyết có nhiều năm kinh nghiệm trong lĩnh vực Cơ xương khớp, Chấn thương chỉnh hình. Bác tốt nghiệp Thạc sĩ Chấn thương chỉnh hình tại trường Đại học Y Hà Nội và được đào tạo chuyên sâu về Chấn thương chỉnh hình tại Đại học Y Dược Thành Phố Hồ Chí Minh, Đại học Y Hà Nội và Bệnh viện Việt Đức.
Bác sĩ Trần Quyết nguyên là Trưởng đơn vị Phẫu thuật cổ bàn tay và thần kinh ngoại vi, Bệnh viện Xanh Pôn Hà Nội.
ThS. BS Trần Quyết hiện là Trưởng khoa Phẫu thuật chi trên, Trung tâm Cơ xương khớp & Chấn thương chỉnh hình, Bệnh viện Đa khoa Quốc tế Vinmec Times City.",Phẫu thuật chi trên,"2019: Đào tạo chuyên sâu về Chấn thương chỉnh hình tại Đại học Y Dược Thành Phố Hồ Chí Minh  
2017: Đào tạo chuyên sâu về Chấn thương chỉnh hình tại trường Đại học Y Hà Nội và Bệnh viện Việt Đức
2015 - 2017: Học Thạc sĩ Chấn thương chỉnh hình tại trường Đại học Y Hà Nội
2006 - 2012: Bác sĩ đa khoa tại Trường Đại học Y Dược Hải Phòng
2018 - Đến nay: 
- Đào tạo chuyên sâu về phẫu thuật khớp vai tại Nhật bản, Hàn Quốc
- Đào tạo chuyên sâu về y học thể thao tại Mỹ
- Tham gia báo cáo nhiều hội nghị chấn thương chỉnh hình lớn trong nước và quốc tế
Thành viên của hội nội soi và thay khớp châu á Thái Bình Dương",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Hồ Ngọc Minh,Thạc sĩ,"ThS.BS Hồ Ngọc Minh có nhiều năm kinh nghiệm trong lĩnh vực Chấn thương chỉnh hình và Y học thể thao.
ThS.BS Hồ Ngọc Minh đã tham gia biên soạn 2 cuốn sách về gãy xương và trật khớp chi; đồng thời đang hợp tác nghiên cứu về lĩnh vực phân tích vận động cùng các chuyên gia thế giới tại Trung tâm Mayo Clinic – Hoa Kỳ.
ThS.BS Hồ Ngọc Minh hiện là Giám đốc Điều hành Lab Phòng Motion Lab Vinmec Trung tâm Chấn thương chỉnh hình & Y học thể thao miền Bắc Vinmec kiêm Bác sĩ Ngoại khoa Nội soi khớp và Y học thể thao Trung tâm Chấn thương chỉnh hình & Y học thể thao, Bệnh viện Đa khoa Quốc tế Vinmec Times City.",Phẫu thuật nội soi khớp và YHTT,"01 - 03/2022: Đào tạo cơ bản về Phân tích vận động tại Mayo Clinic, Mỹ
2018 - 2020: Tốt nghiệp Thạc sĩ chuyên ngành Ngoại khoa
10/2018 - 11/2018: Đào tạo chuyên sâu về Y học thể thao thại BV ĐH Quốc gia Seoul (SNUH) tại Bundang - Seoul - Hàn Quốc
12/2017: Đào tạo chuyên sâu về chấn thương chung tại BV ĐH TP Osaka (OCUH) - Osaka - Nhật Bản
2010 - 2016: Tốt nghiệp chuyên ngành BS đa khoa ĐH Y Hà Nội",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Nguyễn Trần Quang Sáng,"Thạc sĩ, Bác sĩ chuyên khoa II","Với nhiều năm gắn bó trong lĩnh vực điều trị ung thư xương và phẫu thuật chỉnh hình, bác sĩ Nguyễn Trần Quang Sáng đã tham gia, cũng như trực tiếp thực hiện nhiều ca phẫu thuật phức tạp, từ thay khớp nhân tạo, tạo hình khớp cho đến bảo tồn chi trong các trường hợp u xương ác tính.
Không chỉ dừng ở điều trị lâm sàng, bác sĩ Nguyễn Trần Quang Sáng còn chú trọng nghiên cứu, ứng dụng công nghệ mới nhằm nâng cao hiệu quả phẫu thuật. Nổi bật là việc triển khai kỹ thuật in 3D trong tái tạo xương, sử dụng vật liệu tiên tiến để phục hồi chức năng vận động cho bệnh nhân sau cắt bỏ khối u. Song song với đó, bác sĩ thường xuyên tham gia đào tạo, trao đổi chuyên môn tại Nhật Bản, Thái Lan, Hàn Quốc và nhiều hội nghị quốc tế, tiếp thu kinh nghiệm hiện đại và áp dụng linh hoạt vào thực tiễn điều trị tại Việt Nam.
Ngoài công tác chuyên môn, bác sĩ cũng có nhiều công trình nghiên cứu được công bố trên các tạp chí y học trong nước và quốc tế, xoay quanh các chủ đề như phẫu thuật bảo tồn chi, thay khớp trong điều trị ung thư xương và ứng dụng vật liệu sinh học. Sự kết hợp giữa kinh nghiệm thực hành và nền tảng nghiên cứu khoa học đã giúp bác sĩ khẳng định uy tín trong cộng đồng y khoa, đồng thời mang đến hy vọng mới cho nhiều bệnh nhân ung thư xương.",Cơ xương khớp,"Hiện đang là Nghiên cứu sinh về Nghiên cứu Y học phân tử trong bệnh lý ung thư xương tại trường Osaka, Nhật Bản
2022: Nhận bằng Bác sĩ chuyên khoa II - Chuyên ngành Ngoại khoa, Đại học Y Hà Nội.
2014 - 2016: Thạc sĩ - Chuyên ngành Ngoại khoa, Đại học Y Hà Nội
2003 - 2009: Bác sĩ Chuyên ngành Đa khoa, Đại học Y Hà Nội
Đào tạo ngắn hạn:
2020: Tham gia khóa đào tạo Khoa phẫu thuật u bướu, Khoa phẫu thuật chỉnh hình, Trường đại học Khoa học Y khoa Kanazawa, Ishikawa, Nhật Bản.
2019: Chứng chỉ trong Phẫu thuật tạo hình khớp, bởi Zimmer Biomet, Bangkok, Thái Lan.
2013: Đào tạo về Phẫu thuật cột sống xâm lấn tối thiểu tại Bệnh viện Wooridul Hospital, Gangnam, Hàn Quốc",Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phòng Khám Chi Dưới,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phòng Khám Chi Trên,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phòng Khám Cột Sống,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phòng Khám Y học thể thao,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
Phòng khám U Xương,,,,,Bệnh viện ĐKQT Vinmec Times City,350000,350000
